"","genes","A","phase","offset","peak","R2","pvalue","qvalue"
"10324","ENSG00000159248.5",0,0,0,0,0,0.5,0.5
"10325","ENSG00000159251.8",0,0,0,0,0,0.5,0.5
"10326","ENSG00000159256.13",0,0,0,0,0,0.5,0.5
"10327","ENSG00000159259.8",0,0,0,0,0,0.5,0.5
"10328","ENSG00000159261.12",0,0,0,0,0,0.5,0.5
"10329","ENSG00000159263.16",0,0,0,0,0,0.5,0.5
"10330","ENSG00000159267.14",0,0,0,0,0,0.5,0.5
"10331","ENSG00000159289.6",0,0,0,0,0,0.5,0.5
"10332","ENSG00000159307.19",0,0,0,0,0,0.5,0.5
"10333","ENSG00000159314.11",0,0,0,0,0,0.5,0.5
"10334","ENSG00000159322.17",0,0,0,0,0,0.5,0.5
"10335","ENSG00000159335.16",0,0,0,0,0,0.5,0.5
"10336","ENSG00000159337.7",0,0,0,0,0,0.5,0.5
"10337","ENSG00000159339.13",0,0,0,0,0,0.5,0.5
"10338","ENSG00000159346.13",0,0,0,0,0,0.5,0.5
"10339","ENSG00000159348.13",0,0,0,0,0,0.5,0.5
"10340","ENSG00000159352.15",0,0,0,0,0,0.5,0.5
"10341","ENSG00000159363.18",0,0,0,0,0,0.5,0.5
"10342","ENSG00000159374.17",0,0,0,0,0,0.5,0.5
"10343","ENSG00000159377.11",0,0,0,0,0,0.5,0.5
"10344","ENSG00000159387.7",0,0,0,0,0,0.5,0.5
"10345","ENSG00000159388.6",0,0,0,0,0,0.5,0.5
"10346","ENSG00000159398.16",0,0,0,0,0,0.5,0.5
"10347","ENSG00000159399.9",0,0,0,0,0,0.5,0.5
"10348","ENSG00000159403.18",0,0,0,0,0,0.5,0.5
"10349","ENSG00000159409.15",0,0,0,0,0,0.5,0.5
"10350","ENSG00000159423.17",0,0,0,0,0,0.5,0.5
"10351","ENSG00000159433.12",0,0,0,0,0,0.5,0.5
"10352","ENSG00000159445.13",0,0,0,0,0,0.5,0.5
"10353","ENSG00000159450.12",0,0,0,0,0,0.5,0.5
"10354","ENSG00000159455.9",0,0,0,0,0,0.5,0.5
"10355","ENSG00000159459.12",0,0,0,0,0,0.5,0.5
"10356","ENSG00000159461.15",0,0,0,0,0,0.5,0.5
"10357","ENSG00000159479.17",0,0,0,0,0,0.5,0.5
"10358","ENSG00000159495.8",0,0,0,0,0,0.5,0.5
"10359","ENSG00000159496.14",0,0,0,0,0,0.5,0.5
"10360","ENSG00000159516.9",0,0,0,0,0,0.5,0.5
"10361","ENSG00000159527.3",0,0,0,0,0,0.5,0.5
"10362","ENSG00000159556.10",0,0,0,0,0,0.5,0.5
"10363","ENSG00000159579.14",0,0,0,0,0,0.5,0.5
"10364","ENSG00000159588.15",0,0,0,0,0,0.5,0.5
"10365","ENSG00000159592.11",0,0,0,0,0,0.5,0.5
"10366","ENSG00000159593.15",0,0,0,0,0,0.5,0.5
"10367","ENSG00000159596.7",0,0,0,0,0,0.5,0.5
"10368","ENSG00000159618.16",0,0,0,0,0,0.5,0.5
"10369","ENSG00000159625.15",0,0,0,0,0,0.5,0.5
"10370","ENSG00000159640.16",0,0,0,0,0,0.5,0.5
"10371","ENSG00000159648.11",0,0,0,0,0,0.5,0.5
"10372","ENSG00000159650.9",0,0,0,0,0,0.5,0.5
"10373","ENSG00000159658.12",0,0,0,0,0,0.5,0.5
"10374","ENSG00000159674.12",0,0,0,0,0,0.5,0.5
"10375","ENSG00000159685.11",0,0,0,0,0,0.5,0.5
"10376","ENSG00000159692.15",0,0,0,0,0,0.5,0.5
"10377","ENSG00000159708.18",0,0,0,0,0,0.5,0.5
"10378","ENSG00000159712.10",0,0,0,0,0,0.5,0.5
"10379","ENSG00000159713.11",0,0,0,0,0,0.5,0.5
"10380","ENSG00000159714.11",0,0,0,0,0,0.5,0.5
"10381","ENSG00000159720.12",0,0,0,0,0,0.5,0.5
"10382","ENSG00000159723.4",0,0,0,0,0,0.5,0.5
"10383","ENSG00000159733.13",0,0,0,0,0,0.5,0.5
"10384","ENSG00000159753.14",0,0,0,0,0,0.5,0.5
"10385","ENSG00000159761.15",0,0,0,0,0,0.5,0.5
"10386","ENSG00000159763.4",0,0,0,0,0,0.5,0.5
"10387","ENSG00000159784.17",0,0,0,0,0,0.5,0.5
"10388","ENSG00000159788.19",0,0,0,0,0,0.5,0.5
"10389","ENSG00000159792.10",0,0,0,0,0,0.5,0.5
"10390","ENSG00000159840.16",0,0,0,0,0,0.5,0.5
"10391","ENSG00000159842.15",0,0,0,0,0,0.5,0.5
"10392","ENSG00000159860.7",0,0,0,0,0,0.5,0.5
"10393","ENSG00000159871.15",0,0,0,0,0,0.5,0.5
"10394","ENSG00000159873.10",0,0,0,0,0,0.5,0.5
"10395","ENSG00000159882.13",0,0,0,0,0,0.5,0.5
"10396","ENSG00000159884.12",0,0,0,0,0,0.5,0.5
"10397","ENSG00000159885.14",0,0,0,0,0,0.5,0.5
"10398","ENSG00000159899.14",0,0,0,0,0,0.5,0.5
"10399","ENSG00000159904.11",0,0,0,0,0,0.5,0.5
"10400","ENSG00000159905.14",0,0,0,0,0,0.5,0.5
"10401","ENSG00000159915.12",0,0,0,0,0,0.5,0.5
"10402","ENSG00000159917.17",0,0,0,0,0,0.5,0.5
"10403","ENSG00000159921.16",0,0,0,0,0,0.5,0.5
"10404","ENSG00000159958.6",0,0,0,0,0,0.5,0.5
"10405","ENSG00000159961.2",0,0,0,0,0,0.5,0.5
"10406","ENSG00000160007.19",0,0,0,0,0,0.5,0.5
"10407","ENSG00000160013.9",0,0,0,0,0,0.5,0.5
"10408","ENSG00000160014.17",0,0,0,0,0,0.5,0.5
"10409","ENSG00000160049.12",0,0,0,0,0,0.5,0.5
"10410","ENSG00000160050.14",0,0,0,0,0,0.5,0.5
"10411","ENSG00000160051.11",0,0,0,0,0,0.5,0.5
"10412","ENSG00000160055.19",0,0,0,0,0,0.5,0.5
"10413","ENSG00000160058.18",0,0,0,0,0,0.5,0.5
"10414","ENSG00000160062.15",0,0,0,0,0,0.5,0.5
"10415","ENSG00000160072.20",0,0,0,0,0,0.5,0.5
"10416","ENSG00000160075.12",0,0,0,0,0,0.5,0.5
"10417","ENSG00000160087.20",0,0,0,0,0,0.5,0.5
"10418","ENSG00000160094.15",0,0,0,0,0,0.5,0.5
"10419","ENSG00000160097.18",0,0,0,0,0,0.5,0.5
"10420","ENSG00000160111.13",0,0,0,0,0,0.5,0.5
"10421","ENSG00000160113.5",0,0,0,0,0,0.5,0.5
"10422","ENSG00000160117.16",0,0,0,0,0,0.5,0.5
"10423","ENSG00000160124.9",0,0,0,0,0,0.5,0.5
"10424","ENSG00000160131.13",0,0,0,0,0,0.5,0.5
"10425","ENSG00000160145.15",0,0,0,0,0,0.5,0.5
"10426","ENSG00000160161.9",0,0,0,0,0,0.5,0.5
"10427","ENSG00000160172.10",0,0,0,0,0,0.5,0.5
"10428","ENSG00000160179.18",0,0,0,0,0,0.5,0.5
"10429","ENSG00000160180.15",0,0,0,0,0,0.5,0.5
"10430","ENSG00000160181.9",0,0,0,0,0,0.5,0.5
"10431","ENSG00000160182.3",0,0,0,0,0,0.5,0.5
"10432","ENSG00000160183.16",0,0,0,0,0,0.5,0.5
"10433","ENSG00000160185.15",0,0,0,0,0,0.5,0.5
"10434","ENSG00000160188.10",0,0,0,0,0,0.5,0.5
"10435","ENSG00000160190.14",0,0,0,0,0,0.5,0.5
"10436","ENSG00000160191.18",0,0,0,0,0,0.5,0.5
"10437","ENSG00000160193.12",0,0,0,0,0,0.5,0.5
"10438","ENSG00000160194.18",0,0,0,0,0,0.5,0.5
"10439","ENSG00000160199.15",0,0,0,0,0,0.5,0.5
"10440","ENSG00000160200.17",0,0,0,0,0,0.5,0.5
"10441","ENSG00000160201.11",0,0,0,0,0,0.5,0.5
"10442","ENSG00000160202.7",0,0,0,0,0,0.5,0.5
"10443","ENSG00000160207.9",0,0,0,0,0,0.5,0.5
"10444","ENSG00000160208.13",0,0,0,0,0,0.5,0.5
"10445","ENSG00000160209.19",0,0,0,0,0,0.5,0.5
"10446","ENSG00000160211.19",0,0,0,0,0,0.5,0.5
"10447","ENSG00000160213.7",0,0,0,0,0,0.5,0.5
"10448","ENSG00000160214.13",0,0,0,0,0,0.5,0.5
"10449","ENSG00000160216.19",0,0,0,0,0,0.5,0.5
"10450","ENSG00000160218.13",0,0,0,0,0,0.5,0.5
"10451","ENSG00000160219.12",0,0,0,0,0,0.5,0.5
"10452","ENSG00000160221.18",0,0,0,0,0,0.5,0.5
"10453","ENSG00000160223.17",0,0,0,0,0,0.5,0.5
"10454","ENSG00000160224.17",0,0,0,0,0,0.5,0.5
"10455","ENSG00000160226.16",0,0,0,0,0,0.5,0.5
"10456","ENSG00000160229.13",0,0,0,0,0,0.5,0.5
"10457","ENSG00000160233.8",0,0,0,0,0,0.5,0.5
"10458","ENSG00000160255.18",0,0,0,0,0,0.5,0.5
"10459","ENSG00000160256.13",0,0,0,0,0,0.5,0.5
"10460","ENSG00000160271.16",0,0,0,0,0,0.5,0.5
"10461","ENSG00000160282.14",0,0,0,0,0,0.5,0.5
"10462","ENSG00000160284.15",0,0,0,0,0,0.5,0.5
"10463","ENSG00000160285.15",0,0,0,0,0,0.5,0.5
"10464","ENSG00000160293.17",0,0,0,0,0,0.5,0.5
"10465","ENSG00000160294.11",0,0,0,0,0,0.5,0.5
"10466","ENSG00000160298.17",0,0,0,0,0,0.5,0.5
"10467","ENSG00000160299.17",0,0,0,0,0,0.5,0.5
"10468","ENSG00000160305.18",0,0,0,0,0,0.5,0.5
"10469","ENSG00000160307.10",0,0,0,0,0,0.5,0.5
"10470","ENSG00000160310.18",0,0,0,0,0,0.5,0.5
"10471","ENSG00000160318.6",0,0,0,0,0,0.5,0.5
"10472","ENSG00000160321.15",0,0,0,0,0,0.5,0.5
"10473","ENSG00000160323.18",0,0,0,0,0,0.5,0.5
"10474","ENSG00000160325.14",0,0,0,0,0,0.5,0.5
"10475","ENSG00000160326.14",0,0,0,0,0,0.5,0.5
"10476","ENSG00000160336.15",0,0,0,0,0,0.5,0.5
"10477","ENSG00000160339.16",0,0,0,0,0,0.5,0.5
"10478","ENSG00000160345.13",0,0,0,0,0,0.5,0.5
"10479","ENSG00000160349.9",0,0,0,0,0,0.5,0.5
"10480","ENSG00000160352.16",0,0,0,0,0,0.5,0.5
"10481","ENSG00000160360.13",0,0,0,0,0,0.5,0.5
"10482","ENSG00000160392.13",0,0,0,0,0,0.5,0.5
"10483","ENSG00000160396.9",0,0,0,0,0,0.5,0.5
"10484","ENSG00000160401.15",0,0,0,0,0,0.5,0.5
"10485","ENSG00000160404.18",0,0,0,0,0,0.5,0.5
"10486","ENSG00000160408.14",0,0,0,0,0,0.5,0.5
"10487","ENSG00000160410.15",0,0,0,0,0,0.5,0.5
"10488","ENSG00000160439.16",0,0,0,0,0,0.5,0.5
"10489","ENSG00000160445.11",0,0,0,0,0,0.5,0.5
"10490","ENSG00000160446.19",0,0,0,0,0,0.5,0.5
"10491","ENSG00000160447.7",0,0,0,0,0,0.5,0.5
"10492","ENSG00000160460.16",0,0,0,0,0,0.5,0.5
"10493","ENSG00000160469.17",0,0,0,0,0,0.5,0.5
"10494","ENSG00000160471.13",0,0,0,0,0,0.5,0.5
"10495","ENSG00000160472.5",0,0,0,0,0,0.5,0.5
"10496","ENSG00000160505.16",0,0,0,0,0,0.5,0.5
"10497","ENSG00000160539.6",0,0,0,0,0,0.5,0.5
"10498","ENSG00000160551.11",0,0,0,0,0,0.5,0.5
"10499","ENSG00000160563.14",0,0,0,0,0,0.5,0.5
"10500","ENSG00000160570.14",0,0,0,0,0,0.5,0.5
"10501","ENSG00000160584.16",0,0,0,0,0,0.5,0.5
"10502","ENSG00000160588.10",0,0,0,0,0,0.5,0.5
"10503","ENSG00000160593.19",0,0,0,0,0,0.5,0.5
"10504","ENSG00000160602.14",0,0,0,0,0,0.5,0.5
"10505","ENSG00000160606.11",0,0,0,0,0,0.5,0.5
"10506","ENSG00000160613.13",0,0,0,0,0,0.5,0.5
"10507","ENSG00000160633.13",0,0,0,0,0,0.5,0.5
"10508","ENSG00000160654.10",0,0,0,0,0,0.5,0.5
"10509","ENSG00000160678.11",0,0,0,0,0,0.5,0.5
"10510","ENSG00000160679.13",0,0,0,0,0,0.5,0.5
"10511","ENSG00000160683.5",0,0,0,0,0,0.5,0.5
"10512","ENSG00000160685.13",0,0,0,0,0,0.5,0.5
"10513","ENSG00000160688.19",0,0,0,0,0,0.5,0.5
"10514","ENSG00000160691.18",0,0,0,0,0,0.5,0.5
"10515","ENSG00000160695.14",0,0,0,0,0,0.5,0.5
"10516","ENSG00000160703.16",0,0,0,0,0,0.5,0.5
"10517","ENSG00000160710.17",0,0,0,0,0,0.5,0.5
"10518","ENSG00000160712.13",0,0,0,0,0,0.5,0.5
"10519","ENSG00000160714.10",0,0,0,0,0,0.5,0.5
"10520","ENSG00000160716.6",0,0,0,0,0,0.5,0.5
"10521","ENSG00000160741.17",0,0,0,0,0,0.5,0.5
"10522","ENSG00000160746.13",0,0,0,0,0,0.5,0.5
"10523","ENSG00000160752.14",0,0,0,0,0,0.5,0.5
"10524","ENSG00000160753.16",0,0,0,0,0,0.5,0.5
"10525","ENSG00000160766.14",0,0,0,0,0,0.5,0.5
"10526","ENSG00000160767.21",0,0,0,0,0,0.5,0.5
"10527","ENSG00000160781.17",0,0,0,0,0,0.5,0.5
"10528","ENSG00000160783.19",0,0,0,0,0,0.5,0.5
"10529","ENSG00000160785.13",0,0,0,0,0,0.5,0.5
"10530","ENSG00000160789.20",0,0,0,0,0,0.5,0.5
"10531","ENSG00000160791.13",0,0,0,0,0,0.5,0.5
"10532","ENSG00000160796.17",0,0,0,0,0,0.5,0.5
"10533","ENSG00000160799.11",0,0,0,0,0,0.5,0.5
"10534","ENSG00000160801.14",0,0,0,0,0,0.5,0.5
"10535","ENSG00000160803.8",0,0,0,0,0,0.5,0.5
"10536","ENSG00000160808.10",0,0,0,0,0,0.5,0.5
"10537","ENSG00000160813.7",0,0,0,0,0,0.5,0.5
"10538","ENSG00000160818.16",0,0,0,0,0,0.5,0.5
"10539","ENSG00000160838.14",0,0,0,0,0,0.5,0.5
"10540","ENSG00000160856.21",0,0,0,0,0,0.5,0.5
"10541","ENSG00000160862.13",0,0,0,0,0,0.5,0.5
"10542","ENSG00000160867.15",0,0,0,0,0,0.5,0.5
"10543","ENSG00000160868.15",0,0,0,0,0,0.5,0.5
"10544","ENSG00000160870.14",0,0,0,0,0,0.5,0.5
"10545","ENSG00000160877.6",0,0,0,0,0,0.5,0.5
"10546","ENSG00000160882.11",0,0,0,0,0,0.5,0.5
"10547","ENSG00000160883.11",0,0,0,0,0,0.5,0.5
"10548","ENSG00000160886.13",0,0,0,0,0,0.5,0.5
"10549","ENSG00000160888.7",0,0,0,0,0,0.5,0.5
"10550","ENSG00000160908.15",0,0,0,0,0,0.5,0.5
"10551","ENSG00000160917.15",0,0,0,0,0,0.5,0.5
"10552","ENSG00000160932.11",0,0,0,0,0,0.5,0.5
"10553","ENSG00000160948.14",0,0,0,0,0,0.5,0.5
"10554","ENSG00000160949.17",0,0,0,0,0,0.5,0.5
"10555","ENSG00000160951.4",0,0,0,0,0,0.5,0.5
"10556","ENSG00000160953.16",0,0,0,0,0,0.5,0.5
"10557","ENSG00000160957.13",0,0,0,0,0,0.5,0.5
"10558","ENSG00000160959.8",0,0,0,0,0,0.5,0.5
"10559","ENSG00000160961.12",0,0,0,0,0,0.5,0.5
"10560","ENSG00000160963.14",0,0,0,0,0,0.5,0.5
"10561","ENSG00000160972.9",0,0,0,0,0,0.5,0.5
"10562","ENSG00000160973.8",0,0,0,0,0,0.5,0.5
"10563","ENSG00000160991.16",0,0,0,0,0,0.5,0.5
"10564","ENSG00000160993.4",0,0,0,0,0,0.5,0.5
"10565","ENSG00000160994.4",0,0,0,0,0,0.5,0.5
"10566","ENSG00000160999.10",0,0,0,0,0,0.5,0.5
"10567","ENSG00000161010.15",0,0,0,0,0,0.5,0.5
"10568","ENSG00000161011.20",0,0,0,0,0,0.5,0.5
"10569","ENSG00000161013.17",0,0,0,0,0,0.5,0.5
"10570","ENSG00000161016.17",0,0,0,0,0,0.5,0.5
"10571","ENSG00000161021.13",0,0,0,0,0,0.5,0.5
"10572","ENSG00000161031.13",0,0,0,0,0,0.5,0.5
"10573","ENSG00000161036.13",0,0,0,0,0,0.5,0.5
"10574","ENSG00000161040.16",0,0,0,0,0,0.5,0.5
"10575","ENSG00000161048.11",0,0,0,0,0,0.5,0.5
"10576","ENSG00000161055.4",0,0,0,0,0,0.5,0.5
"10577","ENSG00000161057.12",0,0,0,0,0,0.5,0.5
"10578","ENSG00000161082.13",0,0,0,0,0,0.5,0.5
"10579","ENSG00000161091.13",0,0,0,0,0,0.5,0.5
"10580","ENSG00000161103.11",0,0,0,0,0,0.5,0.5
"10581","ENSG00000161132.6",0,0,0,0,0,0.5,0.5
"10582","ENSG00000161133.16",0,0,0,0,0,0.5,0.5
"10583","ENSG00000161149.12",0,0,0,0,0,0.5,0.5
"10584","ENSG00000161179.13",0,0,0,0,0,0.5,0.5
"10585","ENSG00000161180.11",0,0,0,0,0,0.5,0.5
"10586","ENSG00000161202.20",0,0,0,0,0,0.5,0.5
"10587","ENSG00000161203.13",0,0,0,0,0,0.5,0.5
"10588","ENSG00000161204.11",0,0,0,0,0,0.5,0.5
"10589","ENSG00000161217.12",0,0,0,0,0,0.5,0.5
"10590","ENSG00000161243.9",0,0,0,0,0,0.5,0.5
"10591","ENSG00000161249.21",0,0,0,0,0,0.5,0.5
"10592","ENSG00000161265.15",0,0,0,0,0,0.5,0.5
"10593","ENSG00000161267.12",0,0,0,0,0,0.5,0.5
"10594","ENSG00000161270.19",0,0,0,0,0,0.5,0.5
"10595","ENSG00000161277.11",0,0,0,0,0,0.5,0.5
"10596","ENSG00000161281.11",0,0,0,0,0,0.5,0.5
"10597","ENSG00000161298.18",0,0,0,0,0,0.5,0.5
"10598","ENSG00000161328.11",0,0,0,0,0,0.5,0.5
"10599","ENSG00000161381.14",0,0,0,0,0,0.5,0.5
"10600","ENSG00000161395.14",0,0,0,0,0,0.5,0.5
"10601","ENSG00000161405.17",0,0,0,0,0,0.5,0.5
"10602","ENSG00000161509.14",0,0,0,0,0,0.5,0.5
"10603","ENSG00000161513.12",0,0,0,0,0,0.5,0.5
"10604","ENSG00000161526.15",0,0,0,0,0,0.5,0.5
"10605","ENSG00000161533.12",0,0,0,0,0,0.5,0.5
"10606","ENSG00000161542.17",0,0,0,0,0,0.5,0.5
"10607","ENSG00000161544.10",0,0,0,0,0,0.5,0.5
"10608","ENSG00000161547.16",0,0,0,0,0,0.5,0.5
"10609","ENSG00000161551.14",0,0,0,0,0,0.5,0.5
"10610","ENSG00000161558.11",0,0,0,0,0,0.5,0.5
"10611","ENSG00000161594.7",0,0,0,0,0,0.5,0.5
"10612","ENSG00000161609.10",0,0,0,0,0,0.5,0.5
"10613","ENSG00000161610.1",0,0,0,0,0,0.5,0.5
"10614","ENSG00000161618.10",0,0,0,0,0,0.5,0.5
"10615","ENSG00000161634.12",0,0,0,0,0,0.5,0.5
"10616","ENSG00000161638.11",0,0,0,0,0,0.5,0.5
"10617","ENSG00000161640.15",0,0,0,0,0,0.5,0.5
"10618","ENSG00000161642.17",0,0,0,0,0,0.5,0.5
"10619","ENSG00000161643.12",0,0,0,0,0,0.5,0.5
"10620","ENSG00000161647.18",0,0,0,0,0,0.5,0.5
"10621","ENSG00000161649.13",0,0,0,0,0,0.5,0.5
"10622","ENSG00000161652.12",0,0,0,0,0,0.5,0.5
"10623","ENSG00000161653.11",0,0,0,0,0,0.5,0.5
"10624","ENSG00000161654.9",0,0,0,0,0,0.5,0.5
"10625","ENSG00000161664.7",0,0,0,0,0,0.5,0.5
"10626","ENSG00000161671.16",0,0,0,0,0,0.5,0.5
"10627","ENSG00000161677.11",0,0,0,0,0,0.5,0.5
"10628","ENSG00000161681.15",0,0,0,0,0,0.5,0.5
"10629","ENSG00000161682.15",0,0,0,0,0,0.5,0.5
"10630","ENSG00000161692.18",0,0,0,0,0,0.5,0.5
"10631","ENSG00000161714.12",0,0,0,0,0,0.5,0.5
"10632","ENSG00000161791.14",0,0,0,0,0,0.5,0.5
"10633","ENSG00000161798.7",0,0,0,0,0,0.5,0.5
"10634","ENSG00000161800.13",0,0,0,0,0,0.5,0.5
"10635","ENSG00000161807.3",0,0,0,0,0,0.5,0.5
"10636","ENSG00000161813.22",0,0,0,0,0,0.5,0.5
"10637","ENSG00000161835.11",0,0,0,0,0,0.5,0.5
"10638","ENSG00000161847.14",0,0,0,0,0,0.5,0.5
"10639","ENSG00000161849.3",0,0,0,0,0,0.5,0.5
"10640","ENSG00000161850.2",0,0,0,0,0,0.5,0.5
"10641","ENSG00000161860.8",0,0,0,0,0,0.5,0.5
"10642","ENSG00000161888.11",0,0,0,0,0,0.5,0.5
"10643","ENSG00000161896.12",0,0,0,0,0,0.5,0.5
"10644","ENSG00000161904.12",0,0,0,0,0,0.5,0.5
"10645","ENSG00000161905.12",0,0,0,0,0,0.5,0.5
"10646","ENSG00000161911.11",0,0,0,0,0,0.5,0.5
"10647","ENSG00000161912.18",0,0,0,0,0,0.5,0.5
"10648","ENSG00000161914.10",0,0,0,0,0,0.5,0.5
"10649","ENSG00000161920.10",0,0,0,0,0,0.5,0.5
"10650","ENSG00000161921.15",0,0,0,0,0,0.5,0.5
"10651","ENSG00000161929.15",0,0,0,0,0,0.5,0.5
"10652","ENSG00000161939.19",0,0,0,0,0,0.5,0.5
"10653","ENSG00000161940.11",0,0,0,0,0,0.5,0.5
"10654","ENSG00000161944.16",0,0,0,0,0,0.5,0.5
"10655","ENSG00000161955.16",0,0,0,0,0,0.5,0.5
"10656","ENSG00000161956.13",0,0,0,0,0,0.5,0.5
"10657","ENSG00000161958.11",0,0,0,0,0,0.5,0.5
"10658","ENSG00000161960.15",0,0,0,0,0,0.5,0.5
"10659","ENSG00000161970.15",0,0,0,0,0,0.5,0.5
"10660","ENSG00000161973.11",0,0,0,0,0,0.5,0.5
"10661","ENSG00000161980.6",0,0,0,0,0,0.5,0.5
"10662","ENSG00000161981.10",0,0,0,0,0,0.5,0.5
"10663","ENSG00000161992.6",0,0,0,0,0,0.5,0.5
"10664","ENSG00000161996.19",0,0,0,0,0,0.5,0.5
"10665","ENSG00000161999.12",0,0,0,0,0,0.5,0.5
"10666","ENSG00000162004.17",0,0,0,0,0,0.5,0.5
"10667","ENSG00000162006.9",0,0,0,0,0,0.5,0.5
"10668","ENSG00000162009.8",0,0,0,0,0,0.5,0.5
"10669","ENSG00000162032.16",0,0,0,0,0,0.5,0.5
"10670","ENSG00000162039.15",0,0,0,0,0,0.5,0.5
"10671","ENSG00000162040.7",0,0,0,0,0,0.5,0.5
"10672","ENSG00000162062.15",0,0,0,0,0,0.5,0.5
"10673","ENSG00000162063.13",0,0,0,0,0,0.5,0.5
"10674","ENSG00000162065.14",0,0,0,0,0,0.5,0.5
"10675","ENSG00000162066.15",0,0,0,0,0,0.5,0.5
"10676","ENSG00000162068.2",0,0,0,0,0,0.5,0.5
"10677","ENSG00000162069.16",0,0,0,0,0,0.5,0.5
"10678","ENSG00000162073.14",0,0,0,0,0,0.5,0.5
"10679","ENSG00000162076.13",0,0,0,0,0,0.5,0.5
"10680","ENSG00000162078.11",0,0,0,0,0,0.5,0.5
"10681","ENSG00000162086.15",0,0,0,0,0,0.5,0.5
"10682","ENSG00000162104.10",0,0,0,0,0,0.5,0.5
"10683","ENSG00000162105.19",0,0,0,0,0,0.5,0.5
"10684","ENSG00000162129.14",0,0,0,0,0,0.5,0.5
"10685","ENSG00000162139.10",0,0,0,0,0,0.5,0.5
"10686","ENSG00000162144.9",0,0,0,0,0,0.5,0.5
"10687","ENSG00000162148.11",0,0,0,0,0,0.5,0.5
"10688","ENSG00000162174.12",0,0,0,0,0,0.5,0.5
"10689","ENSG00000162188.6",0,0,0,0,0,0.5,0.5
"10690","ENSG00000162191.13",0,0,0,0,0,0.5,0.5
"10691","ENSG00000162194.12",0,0,0,0,0,0.5,0.5
"10692","ENSG00000162222.14",0,0,0,0,0,0.5,0.5
"10693","ENSG00000162227.8",0,0,0,0,0,0.5,0.5
"10694","ENSG00000162231.14",0,0,0,0,0,0.5,0.5
"10695","ENSG00000162236.12",0,0,0,0,0,0.5,0.5
"10696","ENSG00000162241.12",0,0,0,0,0,0.5,0.5
"10697","ENSG00000162244.12",0,0,0,0,0,0.5,0.5
"10698","ENSG00000162267.12",0,0,0,0,0,0.5,0.5
"10699","ENSG00000162298.18",0,0,0,0,0,0.5,0.5
"10700","ENSG00000162300.13",0,0,0,0,0,0.5,0.5
"10701","ENSG00000162302.13",0,0,0,0,0,0.5,0.5
"10702","ENSG00000162337.12",0,0,0,0,0,0.5,0.5
"10703","ENSG00000162341.18",0,0,0,0,0,0.5,0.5
"10704","ENSG00000162344.4",0,0,0,0,0,0.5,0.5
"10705","ENSG00000162365.12",0,0,0,0,0,0.5,0.5
"10706","ENSG00000162366.8",0,0,0,0,0,0.5,0.5
"10707","ENSG00000162367.11",0,0,0,0,0,0.5,0.5
"10708","ENSG00000162368.13",0,0,0,0,0,0.5,0.5
"10709","ENSG00000162373.13",0,0,0,0,0,0.5,0.5
"10710","ENSG00000162374.17",0,0,0,0,0,0.5,0.5
"10711","ENSG00000162377.6",0,0,0,0,0,0.5,0.5
"10712","ENSG00000162378.13",0,0,0,0,0,0.5,0.5
"10713","ENSG00000162383.12",0,0,0,0,0,0.5,0.5
"10714","ENSG00000162384.14",0,0,0,0,0,0.5,0.5
"10715","ENSG00000162385.11",0,0,0,0,0,0.5,0.5
"10716","ENSG00000162390.17",0,0,0,0,0,0.5,0.5
"10717","ENSG00000162391.12",0,0,0,0,0,0.5,0.5
"10718","ENSG00000162396.6",0,0,0,0,0,0.5,0.5
"10719","ENSG00000162398.11",0,0,0,0,0,0.5,0.5
"10720","ENSG00000162399.9",0,0,0,0,0,0.5,0.5
"10721","ENSG00000162402.14",0,0,0,0,0,0.5,0.5
"10722","ENSG00000162407.9",0,0,0,0,0,0.5,0.5
"10723","ENSG00000162408.11",0,0,0,0,0,0.5,0.5
"10724","ENSG00000162409.11",0,0,0,0,0,0.5,0.5
"10725","ENSG00000162413.16",0,0,0,0,0,0.5,0.5
"10726","ENSG00000162415.7",0,0,0,0,0,0.5,0.5
"10727","ENSG00000162419.12",0,0,0,0,0,0.5,0.5
"10728","ENSG00000162426.14",0,0,0,0,0,0.5,0.5
"10729","ENSG00000162430.17",0,0,0,0,0,0.5,0.5
"10730","ENSG00000162433.15",0,0,0,0,0,0.5,0.5
"10731","ENSG00000162434.13",0,0,0,0,0,0.5,0.5
"10732","ENSG00000162437.14",0,0,0,0,0,0.5,0.5
"10733","ENSG00000162438.12",0,0,0,0,0,0.5,0.5
"10734","ENSG00000162441.12",0,0,0,0,0,0.5,0.5
"10735","ENSG00000162444.12",0,0,0,0,0,0.5,0.5
"10736","ENSG00000162456.9",0,0,0,0,0,0.5,0.5
"10737","ENSG00000162458.13",0,0,0,0,0,0.5,0.5
"10738","ENSG00000162460.7",0,0,0,0,0,0.5,0.5
"10739","ENSG00000162461.8",0,0,0,0,0,0.5,0.5
"10740","ENSG00000162482.5",0,0,0,0,0,0.5,0.5
"10741","ENSG00000162490.7",0,0,0,0,0,0.5,0.5
"10742","ENSG00000162493.16",0,0,0,0,0,0.5,0.5
"10743","ENSG00000162494.6",0,0,0,0,0,0.5,0.5
"10744","ENSG00000162496.9",0,0,0,0,0,0.5,0.5
"10745","ENSG00000162510.6",0,0,0,0,0,0.5,0.5
"10746","ENSG00000162511.8",0,0,0,0,0,0.5,0.5
